title,link,days_passed,company,location,salary
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/amerandish-hoshmand/jobs/CMgO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%B9%D8%A7%D9%85%D8%B1-%D8%A7%D9%86%D8%AF%DB%8C%D8%B4-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF?_ref=16,(۸ روز پیش),عامر اندیش هوشمند | Amerandish Hoshmand,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python-آقا),https://jobinja.ir/companies/danesh-gostar-sina/jobs/C4mc/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%DA%AF%D8%B3%D8%AA%D8%B1-%D8%B3%DB%8C%D9%86%D8%A7?_ref=16,(۴۹ روز پیش),دانش گستر سینا | Danesh Gostar Sina,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python/Django-اصفهان),https://jobinja.ir/companies/payampardaz/jobs/C02i/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%DB%8C-%D9%BE%DB%8C%D8%A7%D9%85-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2?_ref=16,(۳ روز پیش),دانش بنیان مهندسی ارتباطی پیام پرداز | Payam Pardaz,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
مدرس برنامه‌نویسی پایتون جنگو (Python-Django-کرج),https://jobinja.ir/companies/netcollege/jobs/CsUC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AC%D9%86%DA%AF%D9%88-python-django-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D9%86%D8%AA-%DA%A9%D8%A7%D9%84%D8%AC?_ref=16,(۲۹ روز پیش),نت کالج | Net College,البرز، کرج,قراردادپاره‌وقت(حقوقتوافقی)
Python Developer,https://jobinja.ir/companies/liaservices/jobs/CGpy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D9%84%DB%8C%D8%A7-%D8%B3%D8%B1%D9%88%DB%8C%D8%B3?_ref=16,(۲۱ روز پیش),لیا سرویس | liaservices,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۲,۰۰۰,۰۰۰تومان)"
برنامه‌نویس پایتون (Django),https://jobinja.ir/companies/mehr-4/jobs/Cumy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-django-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D9%85%D9%87%D8%B1%D8%B3%D8%B1%D9%85%D8%B3%D8%AA%D8%A7%D9%86?_ref=16,(۱۴ روز پیش),بازرگانی مهرسرمستان | Mehr Sarmastan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Python Developer,https://jobinja.ir/companies/abantether-com/jobs/CjQk/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%A2%D8%A8%D8%A7%D9%86-%D8%AA%D8%AA%D8%B1?_ref=16,(۳۱ روز پیش),آبان تتر | Aban Tether,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer (قم),https://jobinja.ir/companies/shooban/jobs/CMbw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D9%82%D9%85-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D8%A7%D9%85%D9%BE%D8%B1%D9%88%D8%B1%DB%8C-%D8%B4%D9%88%D8%A8%D8%A7%D9%86?_ref=16,(۸ روز پیش),توسعه دامپروری شوبان | Shooban,قم، قم,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python,https://jobinja.ir/companies/sheypoor/jobs/Crom/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%B4%DB%8C%D9%BE%D9%88%D8%B1?_ref=16,(امروز),شیپور | Sheypoor,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer (قم),https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/C9jv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D9%82%D9%85-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16,(۶ روز پیش),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center on Developing Advanced Technologies,قم، قم,قراردادتمام‌وقت(حقوقتوافقی)
Python Developer(دورکاری),https://jobinja.ir/companies/fasttask/jobs/Cuzs/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%81%D8%B3%D8%AA-%D8%AA%D8%B3%DA%A9?_ref=16,(۱۶ روز پیش),فست تسک | Fast Task,تهران، تهران,"قرارداددورکاری(حقوقاز۵۰,۰۰۰,۰۰۰تومان)"
کارشناس نرم افزار پایتون,https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/CTZy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16,(امروز),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center on Developing Advanced Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون ( الگوریتم های معاملاتی ),https://jobinja.ir/companies/arad-algotrading/jobs/CvN7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85-%D9%87%D8%A7%DB%8C-%D9%85%D8%B9%D8%A7%D9%85%D9%84%D8%A7%D8%AA%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%B1%D8%A7%D8%AF-%D8%A7%D9%84%DA%AF%D9%88-%D8%AA%D8%B1%DB%8C%D8%AF%DB%8C%D9%86%DA%AF?_ref=16,(۲۴ روز پیش),آراد الگو تریدینگ | Arad AlgoTrading,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس ارشد پایتون (مشهد),https://jobinja.ir/companies/amoot/jobs/CE3e/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%A2%D9%85%D9%88%D8%AA?_ref=16,(۱۷ روز پیش),نرم افزاری آموت | Amoot Software,خراسان رضوی، مشهد,"قراردادتمام‌وقت(حقوقاز۱۲,۰۰۰,۰۰۰تومان)"
Senior Python (Django) Developer,https://jobinja.ir/companies/noavaransharif/jobs/CuUq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-django-developer-%D8%AF%D8%B1-%D9%86%D9%88%D8%A2%D9%88%D8%B1%D8%A7%D9%86-%D8%B4%D8%B1%DB%8C%D9%81?_ref=16,(۱۵ روز پیش),نوآوران شریف | Noavaran Sharif,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۳۰,۰۰۰,۰۰۰تومان)"
Python) Full-Stack Developer),https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/CLjX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-full-stack-developer-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16,(۶ روز پیش),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center on Developing Advanced Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Django) Python),https://jobinja.ir/companies/amina/jobs/CvLh/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-django-python-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D8%A2%D8%B1%D8%A7%D9%85%D8%B4-%DA%AF%D8%B3%D8%AA%D8%B1%D8%A7%D9%86-%D9%85%DB%8C%D9%86%D8%A7-%D8%A2%D9%85%DB%8C%D9%86%D8%A7%DA%AF%D8%B1%D9%88%D9%BE?_ref=16,(۱۷ روز پیش),دانش بنیان آرامش گستران مینا (آمیناگروپ) | Amina,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python) Senior Backend Developer),https://jobinja.ir/companies/dorsa-family/jobs/C9N9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-senior-backend-developer-%D8%AF%D8%B1-%D8%B2%DB%8C%D8%B3%D8%AA-%D8%A8%D9%88%D9%85-%D9%85%D8%AC%D8%A7%D8%B2%DB%8C-%D8%AF%D8%B1%D8%B3%D8%A7?_ref=16,(۴۸ روز پیش),زیست بوم مجازی درسا  | Dorsa Family,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python (وب-اصفهان),https://jobinja.ir/companies/basa-1/jobs/CTR2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D9%88%D8%A8-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B3%D8%A7?_ref=16,(۲ روز پیش),باسا | BASA,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس ارشد Python (دورکاری),https://jobinja.ir/companies/baarman/jobs/CIt4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DB%8C%D8%A7%D9%86-%D9%85%D8%B4%D9%87%D8%AF?_ref=16,(۳ روز پیش),کاریان مشهد | Kariyan Mashhad,تهران، تهران,"قرارداددورکاری(حقوقاز۲۴,۰۰۰,۰۰۰تومان)"
برنامه‌نویس (Python (Django(تبریز),https://jobinja.ir/companies/dena-system-arya-mobin/jobs/CMXD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-django-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2-%D8%AF%D8%B1-%D8%AF%D9%86%D8%A7-%D8%B3%DB%8C%D8%B3%D9%85-%D8%A2%D8%B1%DB%8C%D8%A7-%D9%85%D8%A8%DB%8C%D9%86?_ref=16,(۴ روز پیش),دنا سیسم آریا مبین | Dena system Arya Mobin,آذربایجان شرقی، تبریز,قراردادپاره‌وقت(حقوقتوافقی)
مدرس برنامه نویسی Python(بابلسر),https://jobinja.ir/companies/institute-of-khaiam/jobs/C4oq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-python-%D8%A8%D8%A7%D8%A8%D9%84%D8%B3%D8%B1-%D8%AF%D8%B1-%D8%A2%D9%85%D9%88%D8%B2%D8%B4%DA%AF%D8%A7%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D8%AE%DB%8C%D8%A7%D9%85?_ref=16,(۵۷ روز پیش),آموزشگاه علمی خیام | Institute of Khaiam,مازندران، بابلسر,قراردادپاره‌وقت(حقوقتوافقی)
برنامه‌نویس (Back-End (Python,https://jobinja.ir/companies/fanavari-iran-1/jobs/CMbG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%D8%AF%D8%B1-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4%DB%8C-%D9%88-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%B1%D8%B2-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%B3%DB%8C%D9%85%D8%A7?_ref=16,(۸ روز پیش),صنایع آرایشی و بهداشتی رز تجارت سیما | Roz Tejarat Sima,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Python  (PyQT-آقا),https://jobinja.ir/companies/iomahdi/jobs/C4Mf/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-pyqt-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D9%85%D9%87%D8%AF%DB%8C?_ref=16,(۹ روز پیش),گروه نرم افزاری مهدی | Iomahdi,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۰,۰۰۰,۰۰۰تومان)"
توسعه‌دهنده Back-End (پایتون- جانگو-اصفهان),https://jobinja.ir/companies/fardad-15/jobs/CTfq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-back-end-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AC%D8%A7%D9%86%DA%AF%D9%88-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D9%85%D9%86-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D9%81%D8%B1%D8%AF%D8%A7%D8%AF?_ref=16,(۱ روز پیش),امن پردازش هوشمند فرداد | Fardad,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
Python Full-Stack Developer (شیراز),https://jobinja.ir/companies/ipro/jobs/CjyX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-full-stack-developer-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%AF%D8%B1-%D8%A7%DB%8C%D9%BE%D8%B1%D9%88?_ref=16,(۳۳ روز پیش),ایپرو | IPRO,فارس، شیراز,"قراردادتمام‌وقت(حقوقاز۲۴,۰۰۰,۰۰۰تومان)"
برنامه‌نویس ارشد Python (آقا-شیراز),https://jobinja.ir/companies/mehrepars/jobs/CMcw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-%D8%A2%D9%82%D8%A7-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%88-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D9%85%D9%87%D8%B1%D9%BE%D8%A7%D8%B1%D8%B3?_ref=16,(۹ روز پیش),مهندسی توسعه فناوری اطلاعات و ارتباطات مهرپارس | Mehr-e Pars ICT,فارس، شیراز,قراردادتمام‌وقت(حقوقتوافقی)
(Senior Back-End Developer (Python(دورکاری),https://jobinja.ir/companies/elasticteams/jobs/CTP1/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-python-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D9%84%D8%B3%D8%AA%DB%8C%DA%A9-%D8%AA%DB%8C%D9%85%D8%B2?_ref=16,(امروز),الستیک تیمز | Elasticteams,تهران، تهران,"قرارداددورکاری(حقوقاز۴۰,۰۰۰,۰۰۰تومان)"
توسعه دهنده C++/python (QT-اصفهان-دورکاری),https://jobinja.ir/companies/pishro-ebtekar-va-danesh/jobs/CES2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-c-plus-plus-python-qt-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%BE%DB%8C%D8%B4%D8%B1%D9%88-%D8%A7%D8%A8%D8%AA%DA%A9%D8%A7%D8%B1-%D9%88-%D8%AF%D8%A7%D9%86%D8%B4?_ref=16,(۹ روز پیش),پیشرو ابتکار و دانش | Pishro ebtekar va danesh,اصفهان، اصفهان,"قرارداددورکاری(حقوقاز۱۸,۰۰۰,۰۰۰تومان)"
برنامه‌نویس ارشد Python/Django) Back-End),https://jobinja.ir/companies/hami-4/jobs/CNiu/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-django-back-end-%D8%AF%D8%B1-%D8%AD%D8%A7%D9%85%DB%8C-%D9%BE%DB%8C%D8%B4%DA%AF%D8%A7%D9%85%D8%A7%D9%86?_ref=16,(۱۰ روز پیش),حامی پیشگامان  | Hamipishgaman,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python or Node) Senior Back-End Developer-رشت-دورکاری),https://jobinja.ir/companies/rayka-soft/jobs/CESd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-or-node-senior-back-end-developer-%D8%B1%D8%B4%D8%AA-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%DA%A9%D8%A7?_ref=16,(۲۳ روز پیش),رایکا | Rayka Soft,گیلان، رشت,"قرارداددورکاری(حقوقاز۲۶,۰۰۰,۰۰۰تومان)"
برنامه‌نویس سیستمی (قم),https://jobinja.ir/companies/rayanpardaz-1/jobs/CMPw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85%DB%8C-%D9%82%D9%85-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2-%D8%A7%D9%85%D9%86?_ref=16,(۲ روز پیش),رایان پرداز امن | RayanPardaz,قم، قم,"قراردادتمام‌وقت(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
Blockchain Developer,https://jobinja.ir/companies/tgbsco/jobs/CTfy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-blockchain-developer-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%AF%D8%A8%D8%A7%D8%AF%DA%A9-%D9%87%D9%81%D8%AA-%D8%A2%D8%B3%D9%85%D8%A7%D9%86?_ref=16,(۱ روز پیش),بادبادک هفت آسمان | Badbadak Haft Aseman,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس MQL (آقا),https://jobinja.ir/companies/dadeh-pardazi-nezarat/jobs/CTAI/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-mql-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%DB%8C-%D9%86%D8%B8%D8%A7%D8%B1%D8%AA?_ref=16,(۲ روز پیش),داده پردازی نظارت | Dadeh Pardazi Nezarat,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه‌دهنده سیستم عامل,https://jobinja.ir/companies/arad-3/jobs/CMtj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%B9%D8%A7%D9%85%D9%84-%D8%AF%D8%B1-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D9%87-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%A2%D8%B1%D8%A7%D8%AF?_ref=16,(۱۰ روز پیش),مجموعه پژوهشی آراد | Arad,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Deep Learning Engineer(دورکاری),https://jobinja.ir/companies/technological-virtual-collaboration-tecvico/jobs/CTkn/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-deep-learning-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B4%D8%A8%DA%A9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%85%D8%AC%D8%A7%D8%B2%DB%8C-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%DA%A9%D8%B1%DB%8C%D9%85%D8%A7%D9%86-%DA%A9%D9%88%DB%8C%D8%B1?_ref=16,(امروز),شبکه فناوری مجازی بین المللی تدبیر کریمان کویر | Technological Virtual Collaboration (tecvico),تهران، تهران,"قرارداددورکاری(حقوقاز۲۰,۰۰۰,۰۰۰تومان)"
تحلیلگر داده,https://jobinja.ir/companies/behsazan-mellat-bank-mellat/jobs/CTGt/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D8%AD%D9%84%DB%8C%D9%84%DA%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A8%D9%87%D8%B3%D8%A7%D8%B2%D8%A7%D9%86-%D9%85%D9%84%D8%AA-%D8%A8%D8%A7%D9%86%DA%A9-%D9%85%D9%84%D8%AA?_ref=16,(امروز),بهسازان ملت (بانک ملت) | Behsazan Mellat (Bank Mellat),تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
